Website,CDN_Server_1,CDN_Server_2,CDN_Server_3,CDN_Server_4,CDN_Server_5,CDN_Server_6,CDN_Server_7,CDN_Server_8,CDN_Server_9,CDN_Server_10,CDN_Server_11,CDN_Server_12,CDN_Server_13,IP1,IP2,IP3,IP4,IP5,IP6,IP7,IP8,IP9,IP10,IP11,IP12,IP13
lijit.com,server-18-164-52-46.cdg50.r.cloudfront.net,server-18-245-253-24.lhr5.r.cloudfront.net,server-13-32-230-5.atl56.r.cloudfront.net,server-52-222-144-100.mrs52.r.cloudfront.net,server-13-226-34-36.ewr53.r.cloudfront.net,server-3-162-3-3.yul62.r.cloudfront.net,server-18-155-192-122.sfo53.r.cloudfront.net,server-13-226-228-41.lax50.r.cloudfront.net,server-13-226-34-129.ewr53.r.cloudfront.net,server-18-239-50-2.ams58.r.cloudfront.net,server-18-155-192-94.sfo53.r.cloudfront.net,server-13-226-34-53.ewr53.r.cloudfront.net,server-18-244-18-16.fra56.r.cloudfront.net,18.164.52.46,18.245.253.24,13.32.230.5,52.222.144.100,13.226.34.36,3.162.3.3,18.155.192.122,13.226.228.41,13.226.34.129,18.239.50.2,18.155.192.94,13.226.34.53,18.244.18.16
ea.com,a23-56-162-193.deploy.static.akamaitechnologies.com,a23-54-58-119.deploy.static.akamaitechnologies.com,a23-35-188-175.deploy.static.akamaitechnologies.com,a23-215-56-163.deploy.static.akamaitechnologies.com,a23-37-16-177.deploy.static.akamaitechnologies.com,a104-96-174-198.deploy.static.akamaitechnologies.com,a2-19-226-43.deploy.static.akamaitechnologies.com,a184-30-156-192.deploy.static.akamaitechnologies.com,a104-121-228-191.deploy.static.akamaitechnologies.com,a23-5-105-188.deploy.static.akamaitechnologies.com,,,,23.56.162.193,23.54.58.119,23.35.188.175,23.215.56.163,23.37.16.177,104.96.174.198,2.19.226.43,184.30.156.192,104.121.228.191,23.5.105.188,None,None,None
checkpoint.com,server-3-161-213-117.yul62.r.cloudfront.net,server-108-157-254-53.sin2.r.cloudfront.net,server-13-225-63-129.ewr53.r.cloudfront.net,server-18-65-244-115.syd3.r.cloudfront.net,server-54-192-137-11.lhr62.r.cloudfront.net,server-108-159-15-35.maa51.r.cloudfront.net,server-13-225-63-30.ewr53.r.cloudfront.net,server-99-84-238-174.sfo5.r.cloudfront.net,server-3-163-80-44.atl58.r.cloudfront.net,server-108-156-60-84.ams1.r.cloudfront.net,server-18-66-147-96.fra60.r.cloudfront.net,,,3.161.213.117,108.157.254.53,13.225.63.129,18.65.244.115,54.192.137.11,108.159.15.35,13.225.63.30,99.84.238.174,3.163.80.44,108.156.60.84,18.66.147.96,None,None
eventbrite.com,server-18-65-244-66.syd3.r.cloudfront.net,server-13-224-189-91.fra2.r.cloudfront.net,server-18-239-69-112.ams58.r.cloudfront.net,server-18-239-142-26.bom54.r.cloudfront.net,server-18-238-49-36.jfk52.r.cloudfront.net,server-13-35-210-37.sin2.r.cloudfront.net,server-18-245-96-78.yto50.r.cloudfront.net,server-18-238-49-66.jfk52.r.cloudfront.net,server-18-160-46-62.iad55.r.cloudfront.net,server-18-155-192-68.sfo53.r.cloudfront.net,,,,18.65.244.66,13.224.189.91,18.239.69.112,18.239.142.26,18.238.49.36,13.35.210.37,18.245.96.78,18.238.49.66,18.160.46.62,18.155.192.68,None,None,None
force.com,a184-31-10-133.deploy.static.akamaitechnologies.com,a104-109-10-129.deploy.static.akamaitechnologies.com,a184-31-3-130.deploy.static.akamaitechnologies.com,a23-1-35-132.deploy.static.akamaitechnologies.com,a23-1-99-130.deploy.static.akamaitechnologies.com,a23-1-106-133.deploy.static.akamaitechnologies.com,a184-25-179-132.deploy.static.akamaitechnologies.com,,,,,,,184.31.10.133,104.109.10.129,184.31.3.130,23.1.35.132,23.1.99.130,23.1.106.133,184.25.179.132,None,None,None,None,None,None
tp-link.com,server-99-84-238-216.sfo5.r.cloudfront.net,server-18-245-96-121.yto50.r.cloudfront.net,server-18-172-112-81.fra60.r.cloudfront.net,server-18-239-50-97.ams58.r.cloudfront.net,server-13-225-63-48.ewr53.r.cloudfront.net,server-13-35-238-102.sin2.r.cloudfront.net,server-18-172-112-65.fra60.r.cloudfront.net,server-13-225-63-116.ewr53.r.cloudfront.net,server-108-159-80-78.bom78.r.cloudfront.net,server-108-158-32-63.syd3.r.cloudfront.net,server-99-84-238-204.sfo5.r.cloudfront.net,server-52-85-132-68.iad50.r.cloudfront.net,,99.84.238.216,18.245.96.121,18.172.112.81,18.239.50.97,13.225.63.48,13.35.238.102,18.172.112.65,13.225.63.116,108.159.80.78,108.158.32.63,99.84.238.204,52.85.132.68,None
npr.org,server-18-239-142-30.bom54.r.cloudfront.net,server-18-165-83-110.iad55.r.cloudfront.net,server-13-225-63-80.ewr53.r.cloudfront.net,server-108-156-60-54.ams1.r.cloudfront.net,server-13-225-63-89.ewr53.r.cloudfront.net,server-18-67-110-128.syd62.r.cloudfront.net,server-13-225-4-121.sin52.r.cloudfront.net,server-13-32-27-24.fra56.r.cloudfront.net,server-3-164-92-58.yto53.r.cloudfront.net,server-13-225-63-106.ewr53.r.cloudfront.net,server-18-238-192-116.sfo53.r.cloudfront.net,,,18.239.142.30,18.165.83.110,13.225.63.80,108.156.60.54,13.225.63.89,18.67.110.128,13.225.4.121,13.32.27.24,3.164.92.58,13.225.63.106,18.238.192.116,None,None
statista.com,server-108-138-106-99.jfk50.r.cloudfront.net,server-108-159-61-67.bom78.r.cloudfront.net,server-99-86-4-39.fra6.r.cloudfront.net,server-108-138-106-98.jfk50.r.cloudfront.net,server-108-138-106-41.jfk50.r.cloudfront.net,server-13-35-210-113.sin2.r.cloudfront.net,server-99-86-4-103.fra6.r.cloudfront.net,server-52-85-151-33.iad89.r.cloudfront.net,server-3-164-92-24.yto53.r.cloudfront.net,server-18-155-202-65.sfo53.r.cloudfront.net,server-108-158-20-45.syd62.r.cloudfront.net,server-18-239-36-105.ams58.r.cloudfront.net,,108.138.106.99,108.159.61.67,99.86.4.39,108.138.106.98,108.138.106.41,13.35.210.113,99.86.4.103,52.85.151.33,3.164.92.24,18.155.202.65,108.158.20.45,18.239.36.105,None
foxnews.com,a23-60-1-14.deploy.static.akamaitechnologies.com,a23-37-17-109.deploy.static.akamaitechnologies.com,a104-84-57-37.deploy.static.akamaitechnologies.com,a23-208-169-63.deploy.static.akamaitechnologies.com,a23-221-133-66.deploy.static.akamaitechnologies.com,a104-96-173-10.deploy.static.akamaitechnologies.com,a23-56-163-142.deploy.static.akamaitechnologies.com,a23-11-225-15.deploy.static.akamaitechnologies.com,,,,,,23.60.1.14,23.37.17.109,104.84.57.37,23.208.169.63,23.221.133.66,104.96.173.10,23.56.163.142,23.11.225.15,None,None,None,None,None
walmart.com,a104-99-48-176.deploy.static.akamaitechnologies.com,a23-202-168-168.deploy.static.akamaitechnologies.com,a23-221-76-174.deploy.static.akamaitechnologies.com,a23-1-13-154.deploy.static.akamaitechnologies.com,a23-207-49-224.deploy.static.akamaitechnologies.com,a23-192-52-163.deploy.static.akamaitechnologies.com,a23-207-181-199.deploy.static.akamaitechnologies.com,a104-76-200-128.deploy.static.akamaitechnologies.com,a104-115-32-184.deploy.static.akamaitechnologies.com,a23-46-224-152.deploy.static.akamaitechnologies.com,a173-223-117-176.deploy.static.akamaitechnologies.com,,,104.99.48.176,23.202.168.168,23.221.76.174,23.1.13.154,23.207.49.224,23.192.52.163,23.207.181.199,104.76.200.128,104.115.32.184,23.46.224.152,173.223.117.176,None,None
sophos.com,a104-110-191-5.deploy.static.akamaitechnologies.com,a2-18-27-161.deploy.static.akamaitechnologies.com,a23-34-59-40.deploy.static.akamaitechnologies.com,a23-34-59-24.deploy.static.akamaitechnologies.com,a23-209-46-132.deploy.static.akamaitechnologies.com,a23-1-33-8.deploy.static.akamaitechnologies.com,a23-40-52-4.deploy.static.akamaitechnologies.com,a184-26-162-58.deploy.static.akamaitechnologies.com,a23-216-149-142.deploy.static.akamaitechnologies.com,a23-205-255-234.deploy.static.akamaitechnologies.com,a23-50-131-140.deploy.static.akamaitechnologies.com,a23-46-216-204.deploy.static.akamaitechnologies.com,,104.110.191.5,2.18.27.161,23.34.59.40,23.34.59.24,23.209.46.132,23.1.33.8,23.40.52.4,184.26.162.58,23.216.149.142,23.205.255.234,23.50.131.140,23.46.216.204,None
tradingview.com,server-108-159-61-66.bom78.r.cloudfront.net,server-18-238-49-67.jfk52.r.cloudfront.net,server-108-158-32-125.syd3.r.cloudfront.net,server-3-164-92-54.yto53.r.cloudfront.net,server-18-238-243-125.ams58.r.cloudfront.net,server-3-162-103-94.iad61.r.cloudfront.net,server-143-204-98-28.fra50.r.cloudfront.net,server-18-238-49-110.jfk52.r.cloudfront.net,server-18-155-202-74.sfo53.r.cloudfront.net,server-143-204-98-100.fra50.r.cloudfront.net,server-13-33-88-52.sin2.r.cloudfront.net,server-18-155-202-8.sfo53.r.cloudfront.net,,108.159.61.66,18.238.49.67,108.158.32.125,3.164.92.54,18.238.243.125,3.162.103.94,143.204.98.28,18.238.49.110,18.155.202.74,143.204.98.100,13.33.88.52,18.155.202.8,None
surveymonkey.com,server-18-155-68-2.sin52.r.cloudfront.net,server-18-244-18-42.fra56.r.cloudfront.net,server-18-65-244-89.syd3.r.cloudfront.net,server-18-155-202-22.sfo53.r.cloudfront.net,server-18-244-18-118.fra56.r.cloudfront.net,server-18-155-202-72.sfo53.r.cloudfront.net,server-18-239-36-62.ams58.r.cloudfront.net,server-52-85-61-28.ewr53.r.cloudfront.net,server-13-33-165-115.yto50.r.cloudfront.net,server-52-85-61-5.ewr53.r.cloudfront.net,server-18-160-10-2.iad12.r.cloudfront.net,server-18-172-78-91.bom78.r.cloudfront.net,server-52-85-61-125.ewr53.r.cloudfront.net,18.155.68.2,18.244.18.42,18.65.244.89,18.155.202.22,18.244.18.118,18.155.202.72,18.239.36.62,52.85.61.28,13.33.165.115,52.85.61.5,18.160.10.2,18.172.78.91,52.85.61.125
kahoot.it,server-13-226-34-33.ewr53.r.cloudfront.net,server-3-168-86-109.sfo5.r.cloudfront.net,server-18-239-83-53.ams58.r.cloudfront.net,server-108-138-7-126.fra56.r.cloudfront.net,server-108-158-46-56.bom78.r.cloudfront.net,server-3-168-86-15.sfo5.r.cloudfront.net,server-18-245-96-107.yto50.r.cloudfront.net,server-108-138-7-102.fra56.r.cloudfront.net,server-3-162-125-113.iad61.r.cloudfront.net,server-13-226-34-99.ewr53.r.cloudfront.net,server-13-35-147-112.syd1.r.cloudfront.net,server-13-225-4-98.sin52.r.cloudfront.net,,13.226.34.33,3.168.86.109,18.239.83.53,108.138.7.126,108.158.46.56,3.168.86.15,18.245.96.107,108.138.7.102,3.162.125.113,13.226.34.99,13.35.147.112,13.225.4.98,None
indiatimes.com,a118-215-84-186.deploy.static.akamaitechnologies.com,a23-4-44-29.deploy.static.akamaitechnologies.com,a23-10-177-131.deploy.static.akamaitechnologies.com,a104-114-105-145.deploy.static.akamaitechnologies.com,a23-204-17-117.deploy.static.akamaitechnologies.com,a104-100-72-66.deploy.static.akamaitechnologies.com,a184-29-193-134.deploy.static.akamaitechnologies.com,a104-103-254-150.deploy.static.akamaitechnologies.com,a104-74-49-130.deploy.static.akamaitechnologies.com,a23-67-128-42.deploy.static.akamaitechnologies.com,,,,118.215.84.186,23.4.44.29,23.10.177.131,104.114.105.145,23.204.17.117,104.100.72.66,184.29.193.134,104.103.254.150,104.74.49.130,23.67.128.42,None,None,None
hotjar.com,server-18-239-83-31.ams58.r.cloudfront.net,server-52-85-151-66.iad89.r.cloudfront.net,server-13-224-189-29.fra2.r.cloudfront.net,server-3-165-102-60.sin2.r.cloudfront.net,server-13-226-34-68.ewr53.r.cloudfront.net,server-13-226-34-36.ewr53.r.cloudfront.net,server-18-67-93-13.syd62.r.cloudfront.net,server-13-33-165-80.yto50.r.cloudfront.net,server-108-159-61-108.bom78.r.cloudfront.net,server-13-224-189-96.fra2.r.cloudfront.net,server-65-8-161-3.sfo53.r.cloudfront.net,,,18.239.83.31,52.85.151.66,13.224.189.29,3.165.102.60,13.226.34.68,13.226.34.36,18.67.93.13,13.33.165.80,108.159.61.108,13.224.189.96,65.8.161.3,None,None
branch.io,server-18-66-122-95.fra60.r.cloudfront.net,server-18-67-110-14.syd62.r.cloudfront.net,server-3-168-102-10.jfk52.r.cloudfront.net,server-3-168-102-65.jfk52.r.cloudfront.net,server-18-66-122-44.fra60.r.cloudfront.net,server-3-164-92-30.yto53.r.cloudfront.net,server-13-33-88-8.sin2.r.cloudfront.net,server-99-84-238-136.sfo5.r.cloudfront.net,server-18-239-111-47.bom54.r.cloudfront.net,server-108-156-60-24.ams1.r.cloudfront.net,server-13-249-39-109.iad89.r.cloudfront.net,,,18.66.122.95,18.67.110.14,3.168.102.10,3.168.102.65,18.66.122.44,3.164.92.30,13.33.88.8,99.84.238.136,18.239.111.47,108.156.60.24,13.249.39.109,None,None
deviantart.com,server-18-239-50-43.ams58.r.cloudfront.net,server-108-158-20-83.syd62.r.cloudfront.net,server-143-204-215-111.fra53.r.cloudfront.net,server-3-168-86-37.sfo5.r.cloudfront.net,server-18-67-17-30.yto50.r.cloudfront.net,server-3-162-103-32.iad61.r.cloudfront.net,server-18-172-64-105.bom78.r.cloudfront.net,server-18-238-80-111.jfk52.r.cloudfront.net,server-18-238-80-53.jfk52.r.cloudfront.net,server-3-168-86-73.sfo5.r.cloudfront.net,server-13-33-88-103.sin2.r.cloudfront.net,,,18.239.50.43,108.158.20.83,143.204.215.111,3.168.86.37,18.67.17.30,3.162.103.32,18.172.64.105,18.238.80.111,18.238.80.53,3.168.86.73,13.33.88.103,None,None
aboutads.info,server-18-65-244-41.syd3.r.cloudfront.net,server-18-239-199-3.sfo53.r.cloudfront.net,server-18-238-243-119.ams58.r.cloudfront.net,server-13-33-187-10.fra60.r.cloudfront.net,server-18-172-64-106.bom78.r.cloudfront.net,server-18-173-132-70.jfk52.r.cloudfront.net,server-18-67-17-93.yto50.r.cloudfront.net,server-18-173-132-125.jfk52.r.cloudfront.net,server-18-160-46-94.iad55.r.cloudfront.net,server-13-33-187-115.fra60.r.cloudfront.net,server-18-239-199-99.sfo53.r.cloudfront.net,server-13-35-210-26.sin2.r.cloudfront.net,,18.65.244.41,18.239.199.3,18.238.243.119,13.33.187.10,18.172.64.106,18.173.132.70,18.67.17.93,18.173.132.125,18.160.46.94,13.33.187.115,18.239.199.99,13.35.210.26,None
mailchimp.com,a23-41-180-128.deploy.static.akamaitechnologies.com,a104-86-94-114.deploy.static.akamaitechnologies.com,a23-203-72-86.deploy.static.akamaitechnologies.com,a23-7-33-120.deploy.static.akamaitechnologies.com,a104-103-226-119.deploy.static.akamaitechnologies.com,a23-10-129-123.deploy.static.akamaitechnologies.com,a104-114-67-116.deploy.static.akamaitechnologies.com,a23-201-161-132.deploy.static.akamaitechnologies.com,a23-221-21-109.deploy.static.akamaitechnologies.com,a23-192-162-116.deploy.static.akamaitechnologies.com,,,,23.41.180.128,104.86.94.114,23.203.72.86,23.7.33.120,104.103.226.119,23.10.129.123,104.114.67.116,23.201.161.132,23.221.21.109,23.192.162.116,None,None,None
amazontrust.com,server-18-239-111-25.bom54.r.cloudfront.net,server-143-204-215-70.fra53.r.cloudfront.net,server-108-158-32-114.syd3.r.cloudfront.net,server-18-173-121-117.sfo53.r.cloudfront.net,server-18-245-96-65.yto50.r.cloudfront.net,server-13-35-238-128.sin2.r.cloudfront.net,server-52-85-151-84.iad89.r.cloudfront.net,server-18-239-69-52.ams58.r.cloudfront.net,server-13-225-63-107.ewr53.r.cloudfront.net,server-143-204-215-39.fra53.r.cloudfront.net,server-18-173-121-33.sfo53.r.cloudfront.net,,,18.239.111.25,143.204.215.70,108.158.32.114,18.173.121.117,18.245.96.65,13.35.238.128,52.85.151.84,18.239.69.52,13.225.63.107,143.204.215.39,18.173.121.33,None,None
steamcommunity.com,a23-59-200-146.deploy.static.akamaitechnologies.com,a23-214-143-155.deploy.static.akamaitechnologies.com,a23-204-10-89.deploy.static.akamaitechnologies.com,a104-74-42-104.deploy.static.akamaitechnologies.com,a23-207-106-113.deploy.static.akamaitechnologies.com,a23-76-43-59.deploy.static.akamaitechnologies.com,a173-222-146-99.deploy.static.akamaitechnologies.com,a23-67-133-187.deploy.static.akamaitechnologies.com,a184-25-67-239.deploy.static.akamaitechnologies.com,a104-114-95-167.deploy.static.akamaitechnologies.com,a104-71-182-190.deploy.static.akamaitechnologies.com,,,23.59.200.146,23.214.143.155,23.204.10.89,104.74.42.104,23.207.106.113,23.76.43.59,173.222.146.99,23.67.133.187,184.25.67.239,104.114.95.167,104.71.182.190,None,None
accuweather.com,a23-47-11-54.deploy.static.akamaitechnologies.com,a23-218-64-240.deploy.static.akamaitechnologies.com,a23-40-161-49.deploy.static.akamaitechnologies.com,a23-201-163-89.deploy.static.akamaitechnologies.com,a104-89-224-71.deploy.static.akamaitechnologies.com,a23-41-180-246.deploy.static.akamaitechnologies.com,a23-52-124-75.deploy.static.akamaitechnologies.com,a23-203-73-247.deploy.static.akamaitechnologies.com,a23-206-222-107.deploy.static.akamaitechnologies.com,a104-114-71-74.deploy.static.akamaitechnologies.com,,,,23.47.11.54,23.218.64.240,23.40.161.49,23.201.163.89,104.89.224.71,23.41.180.246,23.52.124.75,23.203.73.247,23.206.222.107,104.114.71.74,None,None,None
merriam-webster.com,server-13-227-74-122.sfo20.r.cloudfront.net,server-3-162-112-97.iad61.r.cloudfront.net,server-18-238-243-72.ams58.r.cloudfront.net,server-65-9-66-14.fra56.r.cloudfront.net,server-18-67-17-123.yto50.r.cloudfront.net,server-108-158-20-115.syd62.r.cloudfront.net,server-108-159-61-16.bom78.r.cloudfront.net,server-3-171-139-110.jfk52.r.cloudfront.net,server-18-155-68-71.sin52.r.cloudfront.net,server-3-171-139-8.jfk52.r.cloudfront.net,,,,13.227.74.122,3.162.112.97,18.238.243.72,65.9.66.14,18.67.17.123,108.158.20.115,108.159.61.16,3.171.139.110,18.155.68.71,3.171.139.8,None,None,None
marriott.com,a104-71-212-126.deploy.static.akamaitechnologies.com,a23-48-236-110.deploy.static.akamaitechnologies.com,a2-22-68-79.deploy.static.akamaitechnologies.com,a104-76-100-106.deploy.static.akamaitechnologies.com,a96-17-64-102.deploy.static.akamaitechnologies.com,a23-207-192-111.deploy.static.akamaitechnologies.com,a23-220-112-106.deploy.static.akamaitechnologies.com,a23-223-224-96.deploy.static.akamaitechnologies.com,a104-99-48-116.deploy.static.akamaitechnologies.com,a2-21-188-105.deploy.static.akamaitechnologies.com,a69-192-160-86.deploy.static.akamaitechnologies.com,,,104.71.212.126,23.48.236.110,2.22.68.79,104.76.100.106,96.17.64.102,23.207.192.111,23.220.112.106,23.223.224.96,104.99.48.116,2.21.188.105,69.192.160.86,None,None
atlassian.com,server-13-32-27-7.fra56.r.cloudfront.net,server-18-238-49-31.jfk52.r.cloudfront.net,server-3-165-102-102.sin2.r.cloudfront.net,server-18-239-111-90.bom54.r.cloudfront.net,server-18-238-49-45.jfk52.r.cloudfront.net,server-18-239-50-94.ams58.r.cloudfront.net,server-108-138-246-100.sfo5.r.cloudfront.net,server-18-160-41-98.iad55.r.cloudfront.net,server-18-65-244-16.syd3.r.cloudfront.net,server-108-138-246-93.sfo5.r.cloudfront.net,server-18-238-49-108.jfk52.r.cloudfront.net,server-13-32-27-13.fra56.r.cloudfront.net,server-18-245-96-30.yto50.r.cloudfront.net,13.32.27.7,18.238.49.31,3.165.102.102,18.239.111.90,18.238.49.45,18.239.50.94,108.138.246.100,18.160.41.98,18.65.244.16,108.138.246.93,18.238.49.108,13.32.27.13,18.245.96.30
nike.com,server-18-164-116-29.jfk50.r.cloudfront.net,server-108-138-26-35.fra56.r.cloudfront.net,server-18-164-116-58.jfk50.r.cloudfront.net,server-3-165-181-121.atl59.r.cloudfront.net,server-18-155-192-31.sfo53.r.cloudfront.net,server-108-158-20-104.syd62.r.cloudfront.net,server-18-164-116-50.jfk50.r.cloudfront.net,server-3-164-92-103.yto53.r.cloudfront.net,server-18-172-64-17.bom78.r.cloudfront.net,server-18-238-243-121.ams58.r.cloudfront.net,server-108-138-26-113.fra56.r.cloudfront.net,server-18-155-192-127.sfo53.r.cloudfront.net,server-108-157-254-92.sin2.r.cloudfront.net,18.164.116.29,108.138.26.35,18.164.116.58,3.165.181.121,18.155.192.31,108.158.20.104,18.164.116.50,3.164.92.103,18.172.64.17,18.238.243.121,108.138.26.113,18.155.192.127,108.157.254.92
ikea.com,a23-5-250-241.deploy.static.akamaitechnologies.com,a23-213-182-81.deploy.static.akamaitechnologies.com,a23-207-107-58.deploy.static.akamaitechnologies.com,a23-59-201-87.deploy.static.akamaitechnologies.com,a104-69-45-172.deploy.static.akamaitechnologies.com,a23-210-122-252.deploy.static.akamaitechnologies.com,a23-204-11-33.deploy.static.akamaitechnologies.com,a23-49-177-67.deploy.static.akamaitechnologies.com,a104-68-5-220.deploy.static.akamaitechnologies.com,a23-214-144-98.deploy.static.akamaitechnologies.com,,,,23.5.250.241,23.213.182.81,23.207.107.58,23.59.201.87,104.69.45.172,23.210.122.252,23.204.11.33,23.49.177.67,104.68.5.220,23.214.144.98,None,None,None
fb.com,edge-star-mini-shv-02-pnq1.facebook.com,edge-star-mini-shv-01-sjc3.facebook.com,edge-star-mini-shv-02-lga3.facebook.com,edge-star-mini-shv-01-lga3.facebook.com,edge-star-mini-shv-01-lhr8.facebook.com,edge-star-mini-shv-01-ams4.facebook.com,edge-star-mini-shv-04-sin6.facebook.com,edge-star-mini-shv-01-yyz1.facebook.com,edge-star-mini-shv-02-fra5.facebook.com,edge-star-mini-shv-01-atl3.facebook.com,edge-star-mini-shv-01-syd2.facebook.com,,,157.240.237.35,157.240.22.35,157.240.241.35,31.13.71.36,157.240.221.35,157.240.201.35,157.240.235.35,31.13.80.36,157.240.253.35,31.13.65.36,157.240.8.35,None,None
wattpad.com,server-18-173-121-51.sfo53.r.cloudfront.net,server-108-158-61-118.bom78.r.cloudfront.net,server-18-173-121-23.sfo53.r.cloudfront.net,server-13-226-94-129.jfk52.r.cloudfront.net,server-18-172-112-17.fra60.r.cloudfront.net,server-18-239-94-93.ams1.r.cloudfront.net,server-13-35-210-110.sin2.r.cloudfront.net,server-18-245-96-69.yto50.r.cloudfront.net,server-18-160-18-19.iad12.r.cloudfront.net,server-18-172-112-108.fra60.r.cloudfront.net,server-13-226-94-100.jfk52.r.cloudfront.net,server-18-65-244-93.syd3.r.cloudfront.net,,18.173.121.51,108.158.61.118,18.173.121.23,13.226.94.129,18.172.112.17,18.239.94.93,13.35.210.110,18.245.96.69,18.160.18.19,18.172.112.108,13.226.94.100,18.65.244.93,None
elpais.com,a96-16-53-155.deploy.static.akamaitechnologies.com,a23-46-187-168.deploy.static.akamaitechnologies.com,a2-18-66-32.deploy.static.akamaitechnologies.com,a23-223-17-168.deploy.static.akamaitechnologies.com,a23-45-207-177.deploy.static.akamaitechnologies.com,a23-223-209-19.deploy.static.akamaitechnologies.com,a96-7-224-161.deploy.static.akamaitechnologies.com,a23-67-33-151.deploy.static.akamaitechnologies.com,a23-223-209-78.deploy.static.akamaitechnologies.com,a23-206-242-178.deploy.static.akamaitechnologies.com,a23-62-46-102.deploy.static.akamaitechnologies.com,a193-108-153-12.deploy.static.akamaitechnologies.com,,96.16.53.155,23.46.187.168,2.18.66.32,23.223.17.168,23.45.207.177,23.223.209.19,96.7.224.161,23.67.33.151,23.223.209.78,23.206.242.178,23.62.46.102,193.108.153.12,None
